DOEID,BA_climate_grp,efficiency_class,NWEIGHT,TOTALDOL,pred_TOTALDOL,top5_annual_savings,savings_share_of_bill
104114,Mixed-Humid,average,11405.631045,993.99,1207.7783321241334,238.00961995549798,0.23944870668266077
104116,Very-Cold,inefficient,7263.9755705,1378.16,913.7334820511264,352.2668777551096,0.25560666232883666
104118,Mixed-Humid,efficient,11206.370932,786.76,1323.8807954257236,158.29859395853197,0.20120315465775074
104123,Mixed-Humid,average,10799.533227,892.37,935.340605295174,173.43390299484415,0.19435200981077821
104124,Cold,inefficient,3986.7593884,3175.95,3405.834556149726,640.886013944641,0.201793483507184
104125,Cold,average,5792.7855412,2306.8,1562.318138412059,755.3673453404814,0.3274524646005208
104129,Cold,inefficient,4516.6004179,3512.49,3587.5804707651796,354.8646990733172,0.1010293834497229
104134,Cold,efficient,6564.4122256,790.67,1081.7173838670064,127.73280409320628,0.1615500829590174
104146,Mixed-Humid,efficient,5218.4577052,1983.66,2182.2840475594553,388.80741802252464,0.1960050704367304
104151,Hot-Dry,efficient,10413.204724,2468.76,2233.0986399769704,550.3254252800687,0.2229157250117746
104154,Cold,inefficient,7859.902023,3809.87,2551.2202257341673,626.4164266450524,0.1644193703840426
104161,Cold,average,2447.9402362,2755.68,1715.9711146346322,707.1986202039384,0.25663307067726965
104163,Cold,efficient,14881.578059,1792.15,1876.3389968763245,468.93529935345276,0.2616607423226029
104186,Cold,efficient,2061.2441513,541.48,961.8341590242323,136.3045808406798,0.25172597481103604
104187,Hot-Humid,inefficient,3001.6986041,2968.59,2310.2650988475393,1387.9625501517298,0.46754942587279813
104188,Mixed-Humid,efficient,5444.0063211,1807.6,2016.9371510006852,299.1018972245277,0.16546907348115053
104194,Mixed-Humid,average,7820.8725618,1819.52,2074.3679275495138,399.2977280800277,0.21945223360008556
104195,Cold,average,1881.9814048,4072.03,3920.4759495188696,758.1681143456847,0.18618922609747096
104196,Cold,efficient,6604.456979,1838.22,2228.473443851619,385.0542000455558,0.2094712276253962
104198,Cold,inefficient,8028.503489,2250.62,1994.2729055667385,376.3009376656456,0.16719878862964233
104203,Hot-Humid,efficient,6522.6074522,3597.01,4541.663810040835,942.839213141624,0.26211748456123946
104204,Cold,inefficient,13058.937333,1255.59,1277.6839025560218,145.85123325020135,0.11616151231707911
104212,Cold,inefficient,4659.7027603,2330.72,2265.5876804010745,526.0483727033934,0.2257020889267666
104213,Cold,inefficient,4779.397221,2499.74,2822.2210803282,497.2526424274092,0.19892174483242628
104215,Cold,average,8657.2982576,1906.8,1975.657398833104,461.59430187757044,0.24207798504172984
104216,Mixed-Humid,average,3925.9016365,2092.97,1836.2112370767004,658.1577190996915,0.3144611337475891
104218,Hot-Humid,average,10652.922628,1051.65,1630.576116187346,228.15266581324775,0.21694733591332452
104226,Cold,efficient,1114.0160201,3883.09,3030.762487533349,579.7307359416881,0.14929623983520549
104244,Hot-Humid,inefficient,13130.251912,2235.2,2174.4155098296555,616.8023974573318,0.27594953357969393
104250,Cold,average,6136.0989732,931.11,982.40318110987,185.52256211991272,0.19924881283619844
104252,Cold,inefficient,6314.6122703,1325.08,998.4777002899854,423.07811030406754,0.31928495660946327
104258,Cold,inefficient,3803.9809108,1788.46,1849.5928049207455,699.3791608933758,0.39105105000580154
104272,Cold,inefficient,6958.3292901,2011.52,1571.3621578364534,278.40104526888194,0.1384033195140401
104273,Hot-Humid,inefficient,1875.2855218,1108.76,1023.9475133183312,166.31400000000002,0.15000000000000002
104274,Cold,average,5331.7875615,1814.52,1928.96312045054,605.2759760198315,0.33357360404946296
104279,Cold,average,9720.5829216,754.07,1117.0403652608088,104.25143137895333,0.13825166281506135
104288,Hot-Dry,average,5303.887206,3143.13,2668.6239724642846,576.5303725276985,0.18342555749450343
104289,Cold,efficient,5140.4118621,1463.79,1782.4598156871227,314.836628717227,0.21508319411748064
104296,Hot-Dry,efficient,4269.3279645,1281.01,1804.1695113931992,263.0195719139755,0.205322028644566
104299,Cold,inefficient,4256.7036333,1661.52,1598.547949854311,472.65867933187315,0.28447366226820814
104309,Cold,efficient,3286.0881734,1920.9,2799.988959584673,673.6007774256042,0.35066936197907445
104311,Mixed-Humid,average,5420.3214013,1747.47,1728.1277426844729,273.71058996881516,0.1566324972496324
104314,Cold,efficient,4118.7754481,1484.0,1988.1544330538836,408.5932503720077,0.2753323789568785
104315,Hot-Humid,inefficient,10075.13201,3793.86,1962.414448210466,317.34005214733844,0.08364569387044815
104317,Cold,inefficient,3380.6014483,2779.54,2656.0756665726217,592.5960153868812,0.2131993118958105
104327,Cold,average,5671.9725806,2840.35,1305.1755792591762,769.8169111567505,0.2710288912129669
104332,Hot-Humid,inefficient,10314.35885,2194.39,2233.447945938169,467.11066940313236,0.21286583943744383
104333,Mixed-Humid,efficient,1462.8050389,349.14,615.5368333185418,43.88291156465339,0.12568858212938475
104334,Cold,efficient,5496.5243609,2644.84,2482.634100051295,549.1475798459421,0.20762979229213943
104335,Hot-Humid,inefficient,6883.0179449,1823.29,1614.7072149667752,622.5384068870594,0.3414368569383145
104339,Hot-Humid,efficient,9379.931479,1022.98,1630.2075448194005,307.11129750923794,0.30021241618529976
104346,Mixed-Humid,inefficient,7351.3455582,1369.47,1406.4676676560114,156.41774677973984,0.11421772421428716
104348,Hot-Dry,inefficient,9434.4209483,4303.61,2329.0451098100593,681.2226392815883,0.15829097880188686
104354,Cold,inefficient,2749.9343557,1444.69,1198.5971747450712,540.2510496056318,0.3739563848338618
104359,Cold,inefficient,9430.7678207,4536.74,3340.2393964767703,1761.7635843761727,0.38833249963105065
104361,Mixed-Humid,inefficient,4210.9914878,2708.76,1580.799019703271,426.2829257935421,0.15737198046100137
104363,Mixed-Humid,inefficient,3390.8553598,4473.12,2165.676839992295,1442.8487407714363,0.3225598107744564
104366,Cold,average,2479.7606141,2112.43,2455.900974845586,305.5912247150242,0.14466336149127984
104373,Hot-Humid,inefficient,6539.3151544,1314.48,1660.441803166057,251.3599331898103,0.1912238552049558
104377,Hot-Dry,average,8775.1499734,2460.71,2159.0577503921595,362.32346723549887,0.1472434651931755
104390,Hot-Humid,average,4344.3228161,1724.54,1834.025526251292,470.97798769884247,0.27310354511860696
104398,Marine,inefficient,8616.2653688,1224.81,1084.7334015001436,68.10245567396863,0.05560246542236644
104402,Cold,average,9087.8228501,1970.58,1503.660818192146,694.6817737264392,0.35252655244975556
104410,Cold,inefficient,2216.8817642,876.99,1122.2666650612175,117.17020425576166,0.1336049490367754
104417,Cold,inefficient,914.88489616,2346.56,2187.5101152792618,417.3568872335616,0.17785903076570028
104419,Hot-Humid,average,7591.7770822,2112.82,2603.4807547459573,579.2480153610202,0.2741587145904621
104420,Mixed-Humid,average,5360.1354469,1709.54,1960.6379668989205,481.53776224675875,0.28167680326097005
104424,Mixed-Humid,average,6859.246492,3294.28,2394.9648971936554,495.2990865629806,0.15035124110973583
104429,Cold,inefficient,7292.7339697,6071.03,3085.7956731251256,1035.7504581302946,0.170605392846073
104432,Mixed-Humid,efficient,7495.6281983,2525.17,2755.02315966042,540.5835892494038,0.2140780974149874
104433,Cold,inefficient,11358.265323,1810.56,1930.348624254803,275.8850690022371,0.152375546241073
104437,Hot-Humid,efficient,7170.8641865,1034.5,1701.3682391688233,144.4455550750908,0.13962837609965278
104446,Very-Cold,inefficient,5318.054267,1719.44,819.5350174180976,307.94896613587656,0.17909840770010965
104448,Mixed-Humid,efficient,6573.0002006,896.01,1055.250087359483,272.402275773725,0.30401700402196963
104453,Cold,efficient,10241.013562,1176.68,2473.0112423384553,169.57892453837619,0.14411643313252215
104455,Mixed-Humid,efficient,4843.5790046,730.77,993.8785198748968,263.7517254732329,0.3609230338864936
104470,Cold,average,11567.964992,1385.51,1990.386937699753,322.15164375201596,0.23251484561787064
104473,Cold,efficient,6216.9669776,1976.62,1910.5302288569096,206.45283501743512,0.10444740770478653
104475,Cold,inefficient,3584.5518576,1250.07,1445.925845813405,210.01543648292358,0.16800294102164165
104478,Mixed-Humid,inefficient,11576.065183,2540.53,1815.2401031783752,657.1190287399718,0.2586543078570108
104480,Cold,inefficient,1737.1738909,2641.84,2547.81934272208,555.0744317904281,0.21010902696243075
104481,Hot-Humid,average,1604.1961297,886.39,467.45593031941627,55.85327455295865,0.06301207657234248
104489,Very-Cold,inefficient,1318.0142104,3382.86,4244.3921014598845,933.7577569061924,0.27602613082013217
104492,Mixed-Humid,efficient,2592.7443099,1161.19,1695.6768478041297,173.0192018300756,0.14900162921664464
104502,Cold,efficient,3439.3846292,595.65,1195.182088771911,151.98287037621512,0.25515465521063563
104507,Marine,efficient,5593.3678954,826.55,1942.0224341102191,203.6053474995304,0.24633155586417085
104511,Mixed-Humid,inefficient,7551.2295109,1866.99,2018.25121355109,412.5727065083021,0.22098281539178147
104525,Mixed-Humid,efficient,4890.4087968,2102.22,2321.281009922774,407.89117272380645,0.19402877563899426
104532,Cold,inefficient,14449.312438,1839.63,1619.6095358715668,788.6380875817848,0.428693861038244
104534,Cold,efficient,1853.6232031,1435.05,2453.877751553539,330.9599668076127,0.2306260874587037
104538,Cold,efficient,3221.8334677,1619.76,1653.1031652636798,443.7361615141475,0.2739517962625003
104544,Hot-Humid,efficient,5325.9527382,2058.27,1910.6908712093912,644.2011802686997,0.31298186354010876
104553,Cold,inefficient,3846.3245085,1594.04,2217.6948496707632,170.87236754210988,0.10719452933559377
104556,Cold,efficient,3764.9028653,1706.46,2655.064838960702,342.01745753646225,0.20042512425516112
104557,Cold,average,4146.8804413,2003.4,2164.561569464855,672.2262047340586,0.33554267981135
104559,Hot-Dry,efficient,4356.2825032,1386.76,2421.8430478519413,351.79367166397844,0.2536802847385117
104575,Mixed-Humid,efficient,3787.8273612,1345.58,2371.909382071133,126.16379680329351,0.09376164687591486
104576,Cold,average,1511.9159464,973.35,1322.851617645686,118.11449658640672,0.12134843230739889
104588,Cold,inefficient,5754.3786613,2098.95,1932.167172388686,479.70178031694,0.2285436910440649
104589,Cold,efficient,2925.5768426,1746.63,2949.132981340846,404.6210901691065,0.2316581589512985
104590,Mixed-Humid,inefficient,4585.8901026,2494.54,2176.7666420583773,728.4900851897457,0.2920338359736648
104592,Mixed-Humid,efficient,5833.8541608,1148.22,1501.3847931937232,308.1550253608613,0.2683762914431566
104593,Cold,average,1982.3225462,1145.72,1299.0215732530085,219.09057654603828,0.19122523526344856
104594,Cold,inefficient,1997.9897703,3565.87,2925.065011998111,967.7233813015772,0.2713849302699137
104597,Marine,efficient,5483.491247,2476.06,2159.908113814819,780.065074480977,0.31504288041524725
104598,Hot-Humid,average,17261.854811,670.34,1328.750856285015,111.40452379824082,0.16619107288576068
104600,Cold,efficient,6613.6077529,335.97,1743.801027686863,64.87370724645,0.19309375017546207
104605,Cold,average,12290.511302,1051.65,1209.8625944554833,193.13008501539122,0.18364482956819397
104608,Cold,inefficient,5433.7170096,1796.37,1467.850956800905,374.06580801437383,0.20823427691086682
104609,Hot-Humid,efficient,14188.993404,1017.59,1726.2177589293422,132.43505534203393,0.13014579088044687
104616,Mixed-Humid,inefficient,4764.9638783,2175.78,1852.4385795329076,496.7718220003889,0.2283189577992209
104618,Mixed-Humid,inefficient,4432.2372398,2789.58,2125.257499784591,347.9071401396933,0.12471667424475846
104622,Cold,efficient,4480.1336366,581.03,1278.0667742052792,268.2670363683303,0.4617094407661056
104631,Hot-Humid,average,8628.3914624,1124.58,1595.96447272677,210.5341150015755,0.1872113277859961
104632,Hot-Humid,average,5430.4297182,2213.34,2143.669408822449,527.637843582823,0.23838987393840216
104634,Cold,efficient,5297.8465789,2151.98,2372.632271488754,527.33777230815,0.24504771062377437
104637,Mixed-Humid,average,5909.5724219,1953.91,1806.8274225749992,532.1179969851456,0.2723349575902399
104638,Mixed-Humid,inefficient,7764.699595,1778.35,1685.976427041417,392.86411465214286,0.22091495748988832
104641,Cold,average,5460.7945122,1721.37,1772.0277317555644,382.72906858144154,0.22233980409873622
104645,Mixed-Humid,efficient,9566.4586703,499.68,1709.169597038342,58.67865496081926,0.11743246670032673
104646,Hot-Humid,inefficient,7183.8676034,3219.97,2075.7244149799935,184.73756088913612,0.0573724478455191
104661,Mixed-Humid,inefficient,12132.438455,873.84,960.7126974733008,174.52700472382685,0.19972421121009207
104663,Marine,average,5925.6093651,2284.08,2563.7318246046743,782.0869040043178,0.342407842108997
104665,Mixed-Humid,efficient,11560.307407,564.0,1102.442388929069,132.85691707440066,0.23556190970638413
104671,Cold,inefficient,980.43806114,3512.32,1583.1905708811512,393.1118803107827,0.11192370863440196
104681,Mixed-Humid,efficient,4895.2205782,1468.27,1539.355170881496,438.74638575336417,0.29881859995325394
104687,Mixed-Humid,efficient,10389.686607,908.14,1387.429264273009,432.0752621637058,0.47578045473573
104690,Mixed-Humid,inefficient,5526.0849345,1785.74,1799.1719454065617,581.7294848245443,0.32576382050272956
104697,Mixed-Humid,average,7421.6203319,3674.6,3140.7756657122927,1247.3731745302146,0.33945821981445995
104698,Cold,average,2822.4183447,2106.54,2325.4322965254696,813.3414062921906,0.38610299652140034
104699,Mixed-Humid,efficient,3080.4124775,1554.37,1702.7888489458278,425.53135775775485,0.273764520518123
104704,Mixed-Humid,average,9387.9006276,881.19,1077.1886912615591,125.5899183233211,0.1425230861940343
104705,Hot-Dry,efficient,14782.631846,615.78,574.8400305270957,75.56385959801636,0.12271242911107273
104710,Marine,efficient,4970.262019,1031.27,1610.0003273491775,270.8599530127482,0.26264698188907676
104712,Mixed-Humid,average,9010.3421749,1040.7,1511.19972514834,163.30037686572848,0.15691397796264867
104713,Cold,average,3506.5129125,3022.38,3622.038453464845,461.47785890293574,0.15268690862927087
104715,Cold,inefficient,4147.0954633,1638.8,1071.013849536415,300.7957992296472,0.1835463749265604
104722,Cold,average,3532.8735665,1835.51,1710.9679690359796,458.5916385083211,0.2498442604553073
104724,Cold,inefficient,3573.2859648,1947.12,1913.945819418364,425.08179992864837,0.21831309828292472
104732,Cold,inefficient,4897.398063,1618.97,2124.6701024452755,408.8131407658602,0.2525143398369706
104734,Cold,average,5200.1643477,3009.03,2636.0210896111157,1049.790018461765,0.3488798777219785
104738,Mixed-Humid,efficient,5241.9536396,2788.76,2463.250045845715,592.8795365959779,0.21259611318147775
104741,Hot-Humid,inefficient,13530.562723,2283.36,1736.6040990914023,604.1451106481438,0.2645860094983462
104742,Cold,inefficient,1880.5934984,2154.66,2290.142737370608,240.30058998495048,0.11152599017244043
104744,Cold,efficient,9329.4236855,829.0,1393.688348481403,200.081697264958,0.24135307269596862
104750,Cold,average,2144.6058455,1966.74,1643.0761209040045,296.5420109899613,0.15077845113739552
104757,Hot-Humid,efficient,8792.7387982,986.27,2604.27462812275,297.42337430653185,0.30156384591088836
104764,Mixed-Humid,efficient,8116.9304341,2206.45,2288.1771032431516,1103.7336279669235,0.5002305186915287
104766,Cold,efficient,5803.2577519,2117.31,1594.5723892847118,691.8773300709836,0.32677186149925314
104767,Mixed-Humid,inefficient,4602.7581307,2340.42,1816.9261577348848,413.64430412865704,0.17673934769342983
104769,Mixed-Humid,efficient,2897.0901542,538.69,2120.118895440937,134.7958970900346,0.2502290688337162
104774,Mixed-Humid,inefficient,7317.1818721,2650.41,2285.6857688723994,580.2530271637179,0.21892953436023782
104778,Cold,average,3885.4471513,1575.54,2142.4302222366837,357.1687308993393,0.22669607302851044
104780,Cold,average,4302.1395292,2579.94,2410.685416037336,715.6272330755376,0.2773813472699123
104785,Hot-Humid,average,11154.842404,2522.51,2686.603996585241,346.704728022494,0.13744434235047392
104788,Hot-Dry,average,13283.372619,2413.45,1902.0454413037392,447.49657431062434,0.18541779374365508
104789,Cold,efficient,10714.566018,456.62,944.2390914604294,64.68486787143786,0.14166017229082795
104791,Cold,average,6167.1119175,2175.49,1999.1575399684275,307.1942301667332,0.1412069143810053
104795,Hot-Humid,inefficient,9497.6609493,1516.14,1851.0317079203408,327.1729275663859,0.21579334861317945
104798,Mixed-Humid,average,8840.8703576,1761.86,1950.835469665974,363.7425674859044,0.2064537292894466
104802,Mixed-Humid,inefficient,8501.2053856,1800.24,1942.455558861324,217.65870334861503,0.12090538114285597
104803,Hot-Humid,average,6379.3849346,1135.27,1660.3207896020106,184.03252087564775,0.16210462786442675
104810,Cold,efficient,5210.0947072,1684.75,2220.871238074901,513.1728100484222,0.3045987891665958
104814,Cold,efficient,4080.6609044,1469.81,2332.3192699833794,42.74949928014247,0.029085051319655244
104815,Mixed-Humid,efficient,4300.7321738,877.85,1503.969345337926,224.0106512985338,0.2551810119024136
104816,Cold,inefficient,2742.5035128,1214.89,1395.0685469050543,213.41618092933732,0.17566708173524953
104826,Mixed-Humid,inefficient,5716.0161682,2802.12,3207.967666554335,968.420001817648,0.34560261581147417
104829,Hot-Dry,efficient,3795.680398,1964.3,2217.408347412754,450.8926584419927,0.22954368398004008
104831,Mixed-Humid,inefficient,6375.3869796,2935.54,1844.6669559001657,556.2999207634472,0.18950514071123103
104836,Cold,average,4297.6710765,1931.07,1689.057890112683,258.50300193710683,0.1338651638403097
104844,Mixed-Humid,inefficient,8221.4887618,2611.52,1427.7405107029824,320.7170822044995,0.12280858741441747
104846,Mixed-Humid,inefficient,9436.9447434,1907.6,1620.0348295110002,97.27521703142594,0.05099350861366426
104847,Mixed-Humid,efficient,6397.9529036,2960.23,3276.1501053689785,549.8569265004244,0.18574804204417372
104851,Cold,average,3179.646818,920.74,518.9049109591314,228.60737930066486,0.24828657308324267
104854,Cold,inefficient,9125.5773379,4538.52,2619.5403731900137,813.6528325605218,0.17927712835032603
104857,Mixed-Humid,inefficient,12439.690329,1024.2,847.3516866245247,204.40888802916334,0.1995790744280056
104864,Hot-Dry,efficient,6991.7553317,2178.73,2612.1203131908896,418.7417722430351,0.1921953487779739
104870,Hot-Dry,efficient,2812.7770541,2330.1,2105.5543335876096,454.56524674286914,0.19508400787213817
104873,Mixed-Humid,efficient,5672.5182787,3123.01,3464.3259024665363,546.9677278717653,0.17514120283693144
104878,Cold,efficient,3760.9166622,1703.26,1784.040072161032,351.84438003773676,0.20657115181342647
104882,Mixed-Humid,efficient,4270.8400981,1211.71,1981.0828982247508,104.35521656769697,0.08612227064866756
104897,Mixed-Humid,efficient,9820.4932621,2463.52,1781.9310247254712,977.8477181398016,0.39693110595400144
104901,Cold,efficient,4304.3483133,1126.24,1616.132173960403,474.3474247144997,0.4211779236348378
104921,Cold,average,2618.299989,726.81,1209.9045294629482,55.79194735534845,0.0767627679246962
104924,Cold,inefficient,9985.6439905,3429.49,2108.961904711253,1374.2951802339742,0.4007287323287061
104928,Cold,inefficient,3905.3250507,1912.24,2040.3596849162768,468.72468656662835,0.24511812668212585
104940,Cold,average,6277.0665435,1005.43,1369.9933183293963,188.19204289094162,0.18717567895422021
104941,Cold,average,4171.3880631,1461.79,2119.3765178036792,365.23521314954473,0.24985477609611828
104950,Hot-Dry,efficient,8976.2253526,776.99,1291.087770827725,96.40032710585898,0.12406894182146357
104955,Cold,inefficient,8582.4065056,5030.14,3045.9971636066516,898.5337931563125,0.17862997712912812
104956,Cold,inefficient,19367.128197,1140.31,918.2522231741456,195.79882664699312,0.17170666454472305
104958,Mixed-Humid,efficient,12534.940322,614.95,1420.576697102563,59.41756513157647,0.09662178247268309
104968,Hot-Humid,inefficient,11566.170858,1204.22,1231.6411768750568,179.91532852284226,0.14940403624158563
104975,Mixed-Dry,efficient,3749.8126809,794.04,2331.725184296821,253.61177245136219,0.3193942023718732
104976,Cold,average,2165.5148131,1842.76,2771.468746050388,174.66610668019774,0.0947850543099469
104983,Cold,inefficient,11496.447432,1915.23,1943.9083267105027,524.3356082800971,0.2737716139994137
104988,Mixed-Humid,average,5706.8322769,2611.9,1818.1506962027624,657.7214236378977,0.25181723023006153
105000,Hot-Dry,average,15464.476007,493.9,1257.9549894814709,54.55462933790226,0.11045683202652817
105001,Cold,efficient,4315.6499668,1992.97,2734.711607873012,383.4699968618307,0.19241132423560348
105013,Hot-Humid,efficient,9257.0470076,1911.2,1890.4585956382225,410.2539041391901,0.21465775645625268
105017,Cold,efficient,2047.6007851,1988.63,1824.2609730631052,391.0825976773299,0.19665930699895398
105021,Cold,efficient,9832.7065001,2920.4,3747.7972479420105,904.5886749522326,0.30974821084516935
105024,Hot-Humid,inefficient,16159.664513,1592.24,811.1550418940709,83.1431406265613,0.05221771882791621
105025,Mixed-Humid,efficient,2786.7140944,1314.44,1677.980266579502,319.9824065768109,0.2434362972648511
105045,Hot-Humid,inefficient,972.77255343,2336.21,2128.702856575819,392.4448893172031,0.16798356710963616
105051,Hot-Humid,average,11157.687916,1933.35,2117.266124160732,354.0527625649957,0.18312916055809642
105062,Cold,efficient,4538.1790615,2532.98,5117.917190559741,732.485628594687,0.28917939683482974
105068,Cold,efficient,5396.0859602,1391.89,3225.2410444694874,317.93260575448903,0.22841791072174453
105074,Hot-Dry,efficient,16611.168017,501.61,917.9658844693088,161.73916310827855,0.3224400691937532
105079,Cold,average,2149.1843023,1995.57,2655.6981094366106,401.01427231257094,0.20095224537980175
105080,Marine,average,11056.771069,2089.69,2004.2609552541232,197.54842666975867,0.09453480021905578
105085,Cold,efficient,2530.004356,1900.89,2491.0710615973035,227.16501292094762,0.11950455466699683
105086,Mixed-Humid,average,2326.3365305,3193.38,2695.2937267652146,530.4220526483688,0.1661005118865806
105091,Mixed-Humid,average,5797.1152882,2999.37,3706.872062202932,913.0076718812968,0.30439981458816245
105092,Cold,average,5151.5583898,1116.82,1300.8455884155371,281.2737575556852,0.25185236435207575
105098,Cold,average,4365.8275483,1889.58,1500.2974837287925,424.38792696317023,0.22459378643040795
105103,Mixed-Humid,inefficient,5324.8570553,7693.08,3916.967651631097,2758.6032854654723,0.35858242543499774
105108,Cold,inefficient,5203.9332817,2074.14,2397.20571562205,413.11493051764535,0.1991740820376857
105114,Marine,efficient,7349.2936718,430.49,923.2659403591464,153.09292051067536,0.35562480083317927
105124,Mixed-Humid,efficient,3445.3751686,703.36,984.3007945324626,164.0623072043198,0.2332551000971335
105128,Cold,inefficient,2390.0390346,4334.33,3759.366325991221,662.1040285095412,0.1527581029846692
105130,Mixed-Humid,efficient,8783.0448504,912.69,1229.6466524060331,164.77005961339114,0.18053233804839663
105138,Cold,inefficient,8154.134114,1897.21,2401.1598627637723,465.38664950956974,0.24530054633360024
105139,Mixed-Humid,average,4749.5980249,2284.69,2606.27889546471,766.1696764867354,0.3353495119629952
105145,Hot-Dry,efficient,8738.0637285,2089.2,2433.485741736248,362.7282648538074,0.173620651375554
105147,Mixed-Humid,inefficient,7784.1885675,2503.81,2460.3751017077766,431.43051374734443,0.17230960565991207
105155,Cold,inefficient,11936.80836,3120.18,2361.032888507288,1117.100009955241,0.3580242197422075
105163,Hot-Humid,efficient,9605.71243,1042.43,1978.3016545107307,183.6367431535443,0.1761621817805937
105166,Cold,average,4108.6379451,1623.46,1353.7735850398583,346.4754677019285,0.2134179269596593
105177,Cold,average,4232.8180593,1819.81,1913.3089113301533,266.0115480816924,0.14617545132826637
105181,Mixed-Humid,inefficient,4862.2515299,2188.15,1743.570115155761,1149.648705078575,0.5253975756134519
105190,Hot-Humid,inefficient,2052.8503222,2841.72,1373.532379686544,365.8870557229577,0.1287554916469454
105193,Cold,efficient,9283.9312432,1430.87,1817.0399967647452,394.989795809972,0.27604869471718047
105195,Cold,inefficient,2014.197354,1305.22,1444.94531445799,225.28580674432922,0.17260370416047044
105196,Cold,efficient,1063.8147882,1318.66,3725.397115603626,701.6790555551501,0.5321152196587066
105197,Very-Cold,efficient,1339.0065764,370.38,954.7645714254623,57.096093629727335,0.15415544475870008
105203,Cold,efficient,971.10159529,3287.57,4042.016207983124,703.8340244026882,0.21408944125986312
105205,Cold,inefficient,10547.024918,7402.64,3100.9878137939972,3138.4191607861344,0.42395944700622135
105206,Hot-Humid,average,4722.9747908,2101.75,1895.627089982905,492.81422443373447,0.23447804183834162
105207,Mixed-Humid,inefficient,7147.5855137,1794.22,1649.1254191019298,212.49397550619946,0.11843250855870488
105208,Mixed-Humid,inefficient,5679.4777261,2285.31,1770.2097568196648,399.36395436329747,0.17475263940703775
105209,Hot-Humid,average,12435.491208,936.41,1392.0064072019502,148.3666134993582,0.15844193622383168
105220,Cold,efficient,4044.5060651,2021.05,2286.170965414254,301.07163533442133,0.14896793020183635
105223,Cold,average,2972.649515,2856.52,1855.645572618459,769.7450918855776,0.26946952651673284
105227,Mixed-Humid,inefficient,5259.0607919,1570.52,1888.1463702482697,295.0450092309212,0.18786453482344778
105228,Mixed-Humid,inefficient,9948.3018941,1857.78,1294.6566672135602,257.40411053610035,0.13855467845283098
105236,Marine,efficient,14865.354274,416.29,752.5961273728188,20.883293958489283,0.050165254890795555
105238,Mixed-Humid,average,5522.1715834,2521.91,2468.109458735681,981.5893570900896,0.3892245786289319
105240,Cold,efficient,4371.006802,3015.9,3633.03821136914,708.8881191881736,0.2350502732810019
105241,Cold,average,8262.3884785,3530.72,2798.946095307611,912.4331253944885,0.25842692861356564
105248,Cold,average,4873.2515349,3563.03,3892.615149048616,440.3767614668794,0.12359614189801359
105251,Hot-Dry,efficient,9029.2243416,867.02,4720.603037051907,169.76614821238093,0.19580418930633772
105253,Mixed-Humid,average,10701.421218,1384.13,1414.7138144095857,261.66035893630254,0.18904319604105288
105254,Cold,inefficient,2569.1268973,3976.52,2924.557551734786,1013.003321338132,0.2547461904726072
105259,Cold,efficient,996.30431572,2687.15,3029.1729291556526,618.4071848089037,0.2301349700645307
105264,Cold,efficient,5261.1744519,1887.21,2656.729971099662,544.8892193435256,0.2887273908804667
105267,Mixed-Humid,inefficient,5880.6241373,3220.59,2553.179360446012,466.38392291089565,0.14481319351761499
105275,Cold,efficient,7085.9315913,1912.41,1858.4370557803277,737.8366217410214,0.3858150824044119
105277,Hot-Dry,efficient,4699.8905425,2651.47,2414.9626335146413,928.3680432155131,0.3501333385689875
105282,Hot-Dry,inefficient,10528.245111,558.29,1239.7810539287018,38.40123790562893,0.06878367498187131
105289,Mixed-Humid,efficient,8146.8977931,1345.65,2140.800716057325,406.145873879428,0.30182133086569907
105293,Mixed-Humid,efficient,7209.7372427,2032.09,2361.827187570372,485.61818860811235,0.23897474452810277
105295,Mixed-Humid,average,5707.9911269,1638.1,1730.8932161790322,390.83776561750796,0.23859212845217506
105296,Mixed-Humid,inefficient,10673.096352,2959.9,1954.3222310934707,558.4222237776618,0.18866253041577816
105300,Hot-Humid,average,7258.4652232,2891.01,2840.828224923956,343.32983494837873,0.11875774727461293
105301,Mixed-Humid,average,2986.1539631,2020.42,2477.391647334241,403.4482706218512,0.19968534790877698
105310,Hot-Humid,efficient,7480.7182129,3092.61,3640.5595290556903,915.5479301816268,0.2960437721476768
105311,Cold,efficient,5603.2456867,695.17,802.5476497263181,208.24515009950574,0.2995600358178658
105313,Cold,inefficient,4317.1888941,2698.72,2497.496493919621,522.7497476763098,0.1937028471558034
105318,Cold,average,7193.112607,3756.6,3076.5913800670633,2046.4473750339014,0.5447605214912158
105320,Hot-Humid,average,4315.3612165,2784.4,2067.578486705042,1017.050623239011,0.36526742682050384
105321,Cold,average,6568.2994311,419.97,739.5109460782724,110.91693102736028,0.2641067957886522
105322,Cold,efficient,3883.3842652,1566.97,2456.1805601953774,237.3092268944011,0.15144465235097104
105327,Cold,inefficient,8054.6129069,1798.14,2119.5399694826515,342.12528388323545,0.19026621057494714
105331,Mixed-Dry,average,11280.211245,1684.78,1770.5013631631268,327.78776699140883,0.19455820165921298
105339,Mixed-Humid,average,11528.524912,1593.26,1787.5170229533123,445.23382364235107,0.27944831580680557
105345,Hot-Dry,average,12675.738245,2414.95,1994.038317008609,466.12254796525445,0.19301540320307026
105347,Cold,efficient,1474.8067112,1073.48,1020.9806810263112,365.3153764116951,0.3403094388453396
